id,start_time,end_time,duration_hr,gap_hr
0,2021-12-13T17:28:30,2021-12-13T17:28:40,0.003,0.800
1,2021-12-13T18:16:40,2021-12-13T18:43:30,0.447,1.331
2,2021-12-13T20:03:20,2021-12-13T20:03:30,0.003,28.336
3,2021-12-15T00:23:40,2021-12-16T11:31:20,35.128,1.006
4,2021-12-16T12:31:40,2021-12-16T12:50:50,0.319,1.050
5,2021-12-16T13:53:50,2021-12-16T14:06:20,0.208,1.144
6,2021-12-16T15:15:00,2021-12-16T15:50:20,0.589,0.706
7,2021-12-16T16:32:40,2021-12-16T18:14:50,1.703,0.814
8,2021-12-16T19:03:40,2021-12-16T19:51:00,0.789,0.736
9,2021-12-16T20:35:10,2021-12-16T22:29:10,1.900,1.192
10,2021-12-16T23:40:40,2021-12-17T00:35:30,0.914,2.719
11,2021-12-17T03:18:40,2021-12-17T04:21:40,1.050,5.272
12,2021-12-17T09:38:00,2021-12-17T09:58:40,0.344,1.744
13,2021-12-17T11:43:20,2021-12-18T02:23:20,14.667,0.747
14,2021-12-18T03:08:10,2021-12-18T17:40:10,14.533,1.192
15,2021-12-18T18:51:40,2021-12-18T20:38:30,1.781,10.658
16,2021-12-19T07:18:00,2021-12-19T19:40:10,12.369,5.267
17,2021-12-20T00:56:10,2021-12-20T04:48:10,3.867,0.931
18,2021-12-20T05:44:00,2021-12-20T05:44:10,0.003,1.747
19,2021-12-20T07:29:00,2021-12-20T09:11:30,1.708,4.164
20,2021-12-20T13:21:20,2021-12-20T14:11:00,0.828,3.297
21,2021-12-20T17:28:50,2021-12-20T18:58:30,1.494,0.906
22,2021-12-20T19:52:50,2021-12-28T00:54:00,173.019,0.736
23,2021-12-28T01:38:10,2021-12-28T22:43:00,21.081,1.331
24,2021-12-29T00:02:50,2021-12-29T03:02:50,3.000,1.181
25,2021-12-29T04:13:40,2021-12-29T05:55:00,1.689,2.050
26,2021-12-29T07:58:00,2021-12-29T09:54:30,1.942,1.347
27,2021-12-29T11:15:20,2021-12-29T12:07:10,0.864,2.211
28,2021-12-29T14:19:50,2021-12-29T14:33:20,0.225,0.894
29,2021-12-29T15:27:00,2021-12-29T16:19:30,0.875,2.219
30,2021-12-29T18:32:40,2021-12-29T18:48:00,0.256,0.906
31,2021-12-29T19:42:20,2021-12-29T20:14:30,0.536,1.028
32,2021-12-29T21:16:10,2021-12-30T05:02:50,7.778,1.183
33,2021-12-30T06:13:50,2022-01-03T05:18:00,95.069,0.700
34,2022-01-03T06:00:00,2022-01-03T06:15:10,0.253,1.333
35,2022-01-03T07:35:10,2022-01-03T08:14:10,0.650,0.750
36,2022-01-03T08:59:10,2022-01-03T12:34:20,3.586,0.944
37,2022-01-03T13:31:00,2022-01-06T06:16:30,64.758,1.039
38,2022-01-06T07:18:50,2022-01-06T21:58:00,14.653,1.272
39,2022-01-06T23:14:20,2022-01-06T23:21:50,0.125,11.672
40,2022-01-07T11:02:10,2022-01-07T11:46:00,0.731,2.483
41,2022-01-07T14:15:00,2022-01-07T16:30:30,2.258,2.600
42,2022-01-07T19:06:30,2022-01-07T19:10:40,0.069,1.964
43,2022-01-07T21:08:30,2022-01-08T15:38:30,18.500,0.947
44,2022-01-08T16:35:20,2022-01-09T02:52:10,10.281,1.983
45,2022-01-09T04:51:10,2022-01-09T05:08:20,0.286,21.581
46,2022-01-10T02:43:10,2022-01-10T02:43:20,0.003,12.894
47,2022-01-10T15:37:00,2022-01-10T15:38:40,0.028,40.944
48,2022-01-12T08:35:20,2022-01-12T17:00:00,8.411,4.142
49,2022-01-12T21:08:30,2022-01-13T04:22:00,7.225,6.925
50,2022-01-13T11:17:30,2022-01-13T11:17:40,0.003,3.111
51,2022-01-13T14:24:20,2022-01-14T01:12:40,10.806,6.181
52,2022-01-14T07:23:30,2022-01-14T08:09:00,0.758,1.100
53,2022-01-14T09:15:00,2022-01-14T13:28:50,4.231,7.869
54,2022-01-14T21:21:00,2022-01-14T21:22:40,0.028,1.075
55,2022-01-14T22:27:10,2022-01-14T22:55:10,0.467,18.017
56,2022-01-15T16:56:10,2022-01-16T03:03:40,10.125,3.747
57,2022-01-16T06:48:30,2022-01-16T06:51:50,0.056,6.761
58,2022-01-16T13:37:30,2022-01-16T18:59:30,5.367,1.386
59,2022-01-16T20:22:40,2022-01-16T21:07:00,0.739,21.581
60,2022-01-17T18:41:50,2022-01-18T06:22:30,11.678,0.975
61,2022-01-18T07:21:00,2022-01-18T09:33:40,2.211,0.883
62,2022-01-18T10:26:40,2022-01-19T10:51:10,24.408,8.169
63,2022-01-19T19:01:20,2022-01-19T19:13:50,0.208,1.267
64,2022-01-19T20:29:50,2022-01-19T20:32:40,0.047,24.372
65,2022-01-20T20:55:00,2022-01-20T21:41:50,0.781,6.589
66,2022-01-21T04:17:10,2022-01-21T05:05:00,0.797,0.925
67,2022-01-21T06:00:30,2022-01-21T07:19:30,1.317,3.067
68,2022-01-21T10:23:30,2022-01-21T13:17:10,2.894,1.175
69,2022-01-21T14:27:40,2022-01-21T19:17:10,4.825,2.172
70,2022-01-21T21:27:30,2022-01-22T01:03:20,3.597,1.072
71,2022-01-22T02:07:40,2022-01-22T09:47:10,7.658,8.392
72,2022-01-22T18:10:40,2022-01-23T03:14:20,9.061,0.997
73,2022-01-23T04:14:10,2022-01-23T04:27:00,0.214,9.544
74,2022-01-23T13:59:40,2022-01-23T14:57:50,0.969,0.817
75,2022-01-23T15:46:50,2022-01-24T07:59:50,16.217,1.050
76,2022-01-24T09:02:50,2022-01-24T15:10:30,6.128,3.100
77,2022-01-24T18:16:30,2022-01-24T18:54:40,0.636,2.378
78,2022-01-24T21:17:20,2022-01-24T21:34:30,0.286,35.808
79,2022-01-26T09:23:00,2022-01-26T09:49:50,0.447,1.492
80,2022-01-26T11:19:20,2022-01-26T13:31:10,2.197,1.339
81,2022-01-26T14:51:30,2022-01-26T16:25:50,1.572,5.828
82,2022-01-26T22:15:30,2022-01-26T22:18:10,0.044,0.722
83,2022-01-26T23:01:30,2022-01-27T00:25:20,1.397,2.372
84,2022-01-27T02:47:40,2022-01-27T05:11:00,2.389,1.397
85,2022-01-27T06:34:50,2022-01-27T11:55:40,5.347,5.003
86,2022-01-27T16:55:50,2022-01-27T19:28:00,2.536,14.842
87,2022-01-28T10:18:30,2022-01-28T20:13:40,9.919,1.539
88,2022-01-28T21:46:00,2022-01-28T22:27:20,0.689,1.156
89,2022-01-28T23:36:40,2022-01-29T00:15:20,0.644,1.361
90,2022-01-29T01:37:00,2022-01-29T02:10:50,0.564,4.708
91,2022-01-29T06:53:20,2022-01-29T07:15:00,0.361,1.531
92,2022-01-29T08:46:50,2022-01-29T11:11:40,2.414,5.983
93,2022-01-29T17:10:40,2022-01-31T04:30:50,35.336,18.236
94,2022-01-31T22:45:00,2022-02-01T22:24:30,23.658,23.133
95,2022-02-02T21:32:30,2022-02-02T21:52:20,0.331,16.850
96,2022-02-03T14:43:20,2022-02-03T17:25:30,2.703,5.572
97,2022-02-03T22:59:50,2022-02-04T21:32:50,22.550,0.706
98,2022-02-04T22:15:10,2022-02-04T22:17:40,0.042,6.694
99,2022-02-05T04:59:20,2022-02-05T20:38:30,15.653,3.478
100,2022-02-06T00:07:10,2022-02-06T00:43:40,0.608,3.083
101,2022-02-06T03:48:40,2022-02-06T11:52:10,8.058,0.867
102,2022-02-06T12:44:10,2022-02-06T17:08:50,4.411,12.756
103,2022-02-07T05:54:10,2022-02-07T11:19:00,5.414,3.825
104,2022-02-07T15:08:30,2022-02-07T15:09:20,0.014,0.764
105,2022-02-07T15:55:10,2022-02-07T15:57:10,0.033,10.353
106,2022-02-08T02:18:20,2022-02-08T09:00:40,6.706,9.719
107,2022-02-08T18:43:50,2022-02-08T19:14:30,0.511,12.928
108,2022-02-09T08:10:10,2022-02-09T10:44:20,2.569,1.625
109,2022-02-09T12:21:50,2022-02-10T01:05:50,12.733,8.397
110,2022-02-10T09:29:40,2022-02-10T09:31:20,0.028,4.239
111,2022-02-10T13:45:40,2022-02-10T18:14:20,4.478,0.706
112,2022-02-10T18:56:40,2022-02-10T19:03:00,0.106,1.192
113,2022-02-10T20:14:30,2022-02-10T20:27:00,0.208,1.492
114,2022-02-10T21:56:30,2022-02-10T22:15:40,0.319,3.022
115,2022-02-11T01:17:00,2022-02-11T22:17:50,21.014,16.647
116,2022-02-12T14:56:40,2022-02-12T16:02:50,1.103,3.044
117,2022-02-12T19:05:30,2022-02-13T00:41:40,5.603,1.642
118,2022-02-13T02:20:10,2022-02-13T04:48:20,2.469,0.728
119,2022-02-13T05:32:00,2022-02-13T05:35:40,0.061,2.014
120,2022-02-13T07:36:30,2022-02-13T08:14:20,0.631,6.169
121,2022-02-13T14:24:30,2022-02-13T14:24:40,0.003,3.289
122,2022-02-13T17:42:00,2022-02-14T13:42:00,20.000,4.083
123,2022-02-14T17:47:00,2022-02-14T18:13:50,0.447,1.367
124,2022-02-14T19:35:50,2022-02-14T19:53:20,0.292,0.783
125,2022-02-14T20:40:20,2022-02-14T20:49:40,0.156,0.856
126,2022-02-14T21:41:00,2022-02-14T23:05:30,1.408,6.047
127,2022-02-15T05:08:20,2022-02-15T07:20:20,2.200,1.133
