id,start_time,end_time,duration_hr,gap_hr
0,2021-12-13T18:16:40,2021-12-13T18:43:30,0.447,29.669
1,2021-12-15T00:23:40,2021-12-16T11:31:20,35.128,2.375
2,2021-12-16T13:53:50,2021-12-16T14:06:20,0.208,1.144
3,2021-12-16T15:15:00,2021-12-16T15:50:20,0.589,0.706
4,2021-12-16T16:32:40,2021-12-16T18:14:50,1.703,0.814
5,2021-12-16T19:03:40,2021-12-16T19:51:00,0.789,0.736
6,2021-12-16T20:35:10,2021-12-16T22:29:10,1.900,1.192
7,2021-12-16T23:40:40,2021-12-17T00:35:30,0.914,2.719
8,2021-12-17T03:18:40,2021-12-17T04:21:40,1.050,5.272
9,2021-12-17T09:38:00,2021-12-17T09:58:40,0.344,1.744
10,2021-12-17T11:43:20,2021-12-18T02:23:20,14.667,0.747
11,2021-12-18T03:08:10,2021-12-18T17:40:10,14.533,1.192
12,2021-12-18T18:51:40,2021-12-18T20:38:30,1.781,10.658
13,2021-12-19T07:18:00,2021-12-19T19:40:10,12.369,5.267
14,2021-12-20T00:56:10,2021-12-20T04:48:10,3.867,2.681
15,2021-12-20T07:29:00,2021-12-20T09:11:30,1.708,4.164
16,2021-12-20T13:21:20,2021-12-20T14:11:00,0.828,3.297
17,2021-12-20T17:28:50,2021-12-20T18:58:30,1.494,0.906
18,2021-12-20T19:52:50,2021-12-28T00:54:00,173.019,0.736
19,2021-12-28T01:38:10,2021-12-28T22:43:00,21.081,1.331
20,2021-12-29T00:02:50,2021-12-29T03:02:50,3.000,1.181
21,2021-12-29T04:13:40,2021-12-29T05:55:00,1.689,2.050
22,2021-12-29T07:58:00,2021-12-29T09:54:30,1.942,1.347
23,2021-12-29T11:15:20,2021-12-29T12:07:10,0.864,2.211
24,2021-12-29T14:19:50,2021-12-29T14:33:20,0.225,0.894
25,2021-12-29T15:27:00,2021-12-29T16:19:30,0.875,4.944
26,2021-12-29T21:16:10,2021-12-30T05:02:50,7.778,1.183
27,2021-12-30T06:13:50,2022-01-03T05:18:00,95.069,0.700
28,2022-01-03T06:00:00,2022-01-03T06:15:10,0.253,1.333
29,2022-01-03T07:35:10,2022-01-03T08:14:10,0.650,0.750
30,2022-01-03T08:59:10,2022-01-03T12:34:20,3.586,0.944
31,2022-01-03T13:31:00,2022-01-06T06:16:30,64.758,1.039
32,2022-01-06T07:18:50,2022-01-06T21:58:00,14.653,1.272
33,2022-01-06T23:14:20,2022-01-06T23:21:50,0.125,11.672
34,2022-01-07T11:02:10,2022-01-07T11:46:00,0.731,2.483
35,2022-01-07T14:15:00,2022-01-07T16:30:30,2.258,2.600
36,2022-01-07T19:06:30,2022-01-07T19:10:40,0.069,1.964
37,2022-01-07T21:08:30,2022-01-08T15:38:30,18.500,0.947
38,2022-01-08T16:35:20,2022-01-09T02:52:10,10.281,1.983
39,2022-01-09T04:51:10,2022-01-09T05:08:20,0.286,75.450
40,2022-01-12T08:35:20,2022-01-12T17:00:00,8.411,4.142
