id,start_time,end_time,duration_hr,gap_hr
0,2021-12-13T18:16:40,2021-12-13T18:43:30,0.447,29.669
1,2021-12-15T00:23:40,2021-12-16T09:57:10,33.558,0.650
2,2021-12-16T10:36:10,2021-12-16T11:31:20,0.919,2.375
3,2021-12-16T13:53:50,2021-12-16T14:06:20,0.208,1.144
4,2021-12-16T15:15:00,2021-12-16T15:50:20,0.589,0.706
5,2021-12-16T16:32:40,2021-12-16T18:14:50,1.703,0.814
6,2021-12-16T19:03:40,2021-12-16T19:51:00,0.789,0.736
7,2021-12-16T20:35:10,2021-12-16T21:28:30,0.889,0.603
8,2021-12-16T22:04:40,2021-12-16T22:29:10,0.408,1.192
9,2021-12-16T23:40:40,2021-12-17T00:35:30,0.914,2.719
10,2021-12-17T03:18:40,2021-12-17T04:21:40,1.050,5.272
11,2021-12-17T09:38:00,2021-12-17T09:58:40,0.344,1.744
12,2021-12-17T11:43:20,2021-12-18T02:23:20,14.667,0.747
13,2021-12-18T03:08:10,2021-12-18T17:03:00,13.914,1.811
14,2021-12-18T18:51:40,2021-12-18T20:38:30,1.781,10.658
15,2021-12-19T07:18:00,2021-12-19T19:40:10,12.369,5.267
16,2021-12-20T00:56:10,2021-12-20T04:48:10,3.867,2.681
17,2021-12-20T07:29:00,2021-12-20T09:11:30,1.708,4.164
18,2021-12-20T13:21:20,2021-12-20T14:11:00,0.828,3.297
19,2021-12-20T17:28:50,2021-12-20T17:36:30,0.128,0.661
20,2021-12-20T18:16:10,2021-12-20T18:58:30,0.706,0.906
21,2021-12-20T19:52:50,2021-12-22T04:56:40,33.064,0.597
22,2021-12-22T05:32:30,2021-12-22T05:40:20,0.131,0.594
23,2021-12-22T06:16:00,2021-12-22T11:20:30,5.075,0.667
24,2021-12-22T12:00:30,2021-12-26T12:05:50,96.089,0.650
25,2021-12-26T12:44:50,2021-12-26T21:42:50,8.967,0.600
26,2021-12-26T22:18:50,2021-12-28T00:54:00,26.586,0.736
27,2021-12-28T01:38:10,2021-12-28T02:09:30,0.522,0.642
28,2021-12-28T02:48:00,2021-12-28T05:28:10,2.669,0.694
29,2021-12-28T06:09:50,2021-12-28T22:43:00,16.553,1.331
30,2021-12-29T00:02:50,2021-12-29T00:29:40,0.447,0.589
31,2021-12-29T01:05:00,2021-12-29T01:24:00,0.317,0.583
32,2021-12-29T01:59:00,2021-12-29T03:02:50,1.064,1.181
33,2021-12-29T04:13:40,2021-12-29T05:55:00,1.689,2.050
34,2021-12-29T07:58:00,2021-12-29T08:28:50,0.514,0.683
35,2021-12-29T09:09:50,2021-12-29T09:54:30,0.744,1.347
36,2021-12-29T11:15:20,2021-12-29T12:07:10,0.864,2.211
37,2021-12-29T14:19:50,2021-12-29T14:33:20,0.225,0.894
38,2021-12-29T15:27:00,2021-12-29T16:19:30,0.875,4.944
39,2021-12-29T21:16:10,2021-12-30T02:13:20,4.953,0.656
40,2021-12-30T02:52:40,2021-12-30T03:34:10,0.692,0.661
41,2021-12-30T04:13:50,2021-12-30T05:02:50,0.817,1.183
42,2021-12-30T06:13:50,2022-01-02T23:02:50,88.817,0.617
43,2022-01-02T23:39:50,2022-01-03T00:45:50,1.100,0.633
44,2022-01-03T01:23:50,2022-01-03T03:19:00,1.919,0.622
45,2022-01-03T03:56:20,2022-01-03T04:28:10,0.531,0.558
46,2022-01-03T05:01:40,2022-01-03T05:18:00,0.272,0.700
