id,start_time,end_time,duration_hr,gap_hr
0,2021-12-13T18:43:00,2021-12-13T18:43:30,0.008,29.669
1,2021-12-15T00:23:40,2021-12-16T04:47:40,28.400,0.347
2,2021-12-16T05:08:30,2021-12-16T05:22:20,0.231,0.208
3,2021-12-16T05:34:50,2021-12-16T09:13:30,3.644,0.314
4,2021-12-16T09:32:20,2021-12-16T09:57:10,0.414,0.889
5,2021-12-16T10:50:30,2021-12-16T10:53:30,0.050,0.203
6,2021-12-16T11:05:40,2021-12-16T11:31:20,0.428,2.375
7,2021-12-16T13:53:50,2021-12-16T14:06:20,0.208,1.608
8,2021-12-16T15:42:50,2021-12-16T15:50:20,0.125,1.361
9,2021-12-16T17:12:00,2021-12-16T17:12:40,0.011,0.172
10,2021-12-16T17:23:00,2021-12-16T17:23:20,0.006,0.147
11,2021-12-16T17:32:10,2021-12-16T18:14:50,0.711,0.814
12,2021-12-16T19:03:40,2021-12-16T19:38:40,0.583,0.158
13,2021-12-16T19:48:10,2021-12-16T19:51:00,0.047,0.736
14,2021-12-16T20:35:10,2021-12-16T20:59:00,0.397,0.481
15,2021-12-16T21:27:50,2021-12-16T21:28:30,0.011,0.603
16,2021-12-16T22:04:40,2021-12-16T22:05:40,0.017,0.231
17,2021-12-16T22:19:30,2021-12-16T22:21:40,0.036,1.672
18,2021-12-17T00:02:00,2021-12-17T00:02:20,0.006,0.547
19,2021-12-17T00:35:10,2021-12-17T00:35:30,0.006,2.719
20,2021-12-17T03:18:40,2021-12-17T03:19:00,0.006,0.425
21,2021-12-17T03:44:30,2021-12-17T03:48:10,0.061,0.414
22,2021-12-17T04:13:00,2021-12-17T04:21:40,0.144,5.272
23,2021-12-17T09:38:00,2021-12-17T09:58:40,0.344,1.744
24,2021-12-17T11:43:20,2021-12-17T11:46:00,0.044,0.144
25,2021-12-17T11:54:40,2021-12-17T11:55:20,0.011,0.408
26,2021-12-17T12:19:50,2021-12-17T12:20:30,0.011,0.261
27,2021-12-17T12:36:10,2021-12-17T12:52:50,0.278,0.144
28,2021-12-17T13:01:30,2021-12-17T13:08:40,0.119,0.456
29,2021-12-17T13:36:00,2021-12-17T13:36:20,0.006,0.117
30,2021-12-17T13:43:20,2021-12-18T02:23:20,12.667,0.903
31,2021-12-18T03:17:30,2021-12-18T03:24:40,0.119,0.208
32,2021-12-18T03:37:10,2021-12-18T10:17:30,6.672,0.186
33,2021-12-18T10:28:40,2021-12-18T10:43:20,0.244,0.222
34,2021-12-18T10:56:40,2021-12-18T16:01:30,5.081,0.147
35,2021-12-18T16:10:20,2021-12-18T17:03:00,0.878,1.825
36,2021-12-18T18:52:30,2021-12-18T18:53:10,0.011,0.164
37,2021-12-18T19:03:00,2021-12-18T19:13:30,0.175,0.314
38,2021-12-18T19:32:20,2021-12-18T20:18:50,0.775,0.181
39,2021-12-18T20:29:40,2021-12-18T20:38:30,0.147,10.931
40,2021-12-19T07:34:20,2021-12-19T17:00:10,9.431,0.208
41,2021-12-19T17:12:40,2021-12-19T18:53:40,1.683,6.042
42,2021-12-20T00:56:10,2021-12-20T00:57:00,0.014,0.500
43,2021-12-20T01:27:00,2021-12-20T01:38:30,0.192,0.475
44,2021-12-20T02:07:00,2021-12-20T02:08:50,0.031,0.786
45,2021-12-20T02:56:00,2021-12-20T02:58:00,0.033,0.589
46,2021-12-20T03:33:20,2021-12-20T03:41:10,0.131,0.117
47,2021-12-20T03:48:10,2021-12-20T03:58:30,0.172,3.642
48,2021-12-20T07:37:00,2021-12-20T07:39:50,0.047,0.822
49,2021-12-20T08:29:10,2021-12-20T08:40:50,0.194,0.139
50,2021-12-20T08:49:10,2021-12-20T08:52:20,0.053,0.228
51,2021-12-20T09:06:00,2021-12-20T09:11:30,0.092,9.078
52,2021-12-20T18:16:10,2021-12-20T18:19:10,0.050,0.208
53,2021-12-20T18:31:40,2021-12-20T18:33:40,0.033,1.319
54,2021-12-20T19:52:50,2021-12-20T19:59:10,0.106,0.142
55,2021-12-20T20:07:40,2021-12-20T20:35:50,0.469,0.594
56,2021-12-20T21:11:30,2021-12-20T21:28:50,0.289,0.458
57,2021-12-20T21:56:20,2021-12-20T22:01:00,0.078,0.419
58,2021-12-20T22:26:10,2021-12-20T22:35:10,0.150,0.194
59,2021-12-20T22:46:50,2021-12-20T22:54:50,0.133,1.114
60,2021-12-21T00:01:40,2021-12-21T00:08:40,0.117,0.261
61,2021-12-21T00:24:20,2021-12-21T00:32:40,0.139,0.331
62,2021-12-21T00:52:30,2021-12-21T01:06:40,0.236,2.364
63,2021-12-21T03:28:30,2021-12-21T03:42:30,0.233,0.269
64,2021-12-21T03:58:40,2021-12-21T04:09:50,0.186,1.306
